# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 09:57:35 2014
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis (val)
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis (upper unc)
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis (lower unc)
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance (val)
# COLUMN st_disterr1:    Distance (upper unc)
# COLUMN st_disterr2:    Distance (lower unc)
# COLUMN st_distlim:     Distance (limit flag)
# COLUMN st_vj:          V-band (val)
# COLUMN st_vjerr:       V-band (unc)
# COLUMN st_vjlim:       V-band (limit flag)
# COLUMN st_vjblend:     V-band (blend flag)
# COLUMN st_teff:        Effective Temperature (val)
# COLUMN st_tefferr:     Effective Temperature (unc)
# COLUMN st_tefflim:     Effective Temperature (limit flag)
# COLUMN st_teffblend:   Effective Temperature (blend flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend
740,Kepler-48,b,Transit,4,4.77798030,0.00001400,-0.00001400,0,,,,,,,,,,,,,5.94000,,,1,,,,,0.191,,,0,,,,,1,1,19h56m33.41s,299.139221,+40d56m56.5s,40.949020,,,,,,,,,5194.00,73.00,0,0,0.88,0.06,0,0,0.89,0.05,0,0,,,,,,,
741,Kepler-48,c,Transit,4,9.67392830,0.00002000,-0.00002000,0,,,,,,,,,,,,,11.61000,,,1,,,,,0.280,,,0,,,,,1,1,19h56m33.41s,299.139221,+40d56m56.5s,40.949020,,,,,,,,,5194.00,73.00,0,0,0.88,0.06,0,0,0.89,0.05,0,0,,,,,,,
742,Kepler-48,d,Transit,4,42.89610000,,,0,,,,,,,,,,,,,0.02500,0.01450,-0.01450,0,,,,,0.182,0.010,-0.010,0,5.08000,3.12000,-3.12000,0,0,1,19h56m33.41s,299.139221,+40d56m56.5s,40.949020,,,,,,,,,5194.00,73.00,0,0,0.88,0.06,0,0,0.89,0.05,0,0,,,,,,,
743,Kepler-48,e,Radial Velocity,4,982.00000000,8.00000000,-8.00000000,0,,,,,,,,,,,,,2.06700,0.07900,-0.07900,0,,,,,,,,,,,,,0,1,19h56m33.41s,299.139221,+40d56m56.5s,40.949020,,,,,,,,,5194.00,73.00,0,0,0.88,0.06,0,0,0.89,0.05,0,0,,,,,,,
744,Kepler-49,b,Transit,2,7.20379450,0.00002200,-0.00002200,0,,,,,,,,,,,,,0.98000,,,1,,,,,0.243,,,0,,,,,1,1,19h29m10.70s,292.294586,+40d35m30.5s,40.591801,,,,,,,,,3974.00,,0,0,0.55,,0,0,0.53,,0,0,,,,,,,
745,Kepler-49,c,Transit,2,10.91293430,0.00006900,-0.00006900,0,,,,,,,,,,,,,0.72000,,,1,,,,,0.227,,,0,,,,,1,1,19h29m10.70s,292.294586,+40d35m30.5s,40.591801,,,,,,,,,3974.00,,0,0,0.55,,0,0,0.53,,0,0,,,,,,,
746,Kepler-50,b,Transit,2,7.81254000,0.00010000,-0.00010000,0,0.077000,0.012000,-0.020000,0,,,,,,,,,,,,,,,,,0.153,0.004,-0.009,0,,,,,1,1,19h12m24.21s,288.100861,+50d02m01.4s,50.033718,,,,,,,,,6058.00,,0,0,1.23,,0,0,1.88,,0,0,,,,,,,
747,Kepler-50,c,Transit,2,9.37647000,0.00004000,-0.00004000,0,0.087000,0.014000,-0.023000,0,,,,,,,,,,,,,,,,,0.194,0.006,-0.007,0,,,,,1,1,19h12m24.21s,288.100861,+50d02m01.4s,50.033718,,,,,,,,,6058.00,,0,0,1.23,,0,0,1.88,,0,0,,,,,,,
748,Kepler-51,b,Transit,3,45.15400000,0.00020000,-0.00020000,0,0.251400,0.009700,-0.009700,0,0.040000,0.010000,-0.010000,0,,,,,0.00700,0.00500,-0.00300,0,,,,,0.633,0.027,-0.027,0,0.03000,0.02000,-0.01000,0,1,1,19h45m55.14s,296.479767,+49d56m15.7s,49.937683,,,,,,,,,6018.00,107.00,0,0,1.04,0.12,0,0,0.94,0.50,0,0,,,,,,,
749,Kepler-51,c,Transit,3,85.31200000,0.00300000,-0.00200000,0,0.384000,0.015000,-0.015000,0,0.014000,0.013000,-0.009000,0,,,,,0.01300,0.00100,-0.00100,0,,,,,0.803,0.250,-0.152,0,0.03000,0.02000,-0.03000,0,1,1,19h45m55.14s,296.479767,+49d56m15.7s,49.937683,,,,,,,,,6018.00,107.00,0,0,1.04,0.12,0,0,0.94,0.50,0,0,,,,,,,
750,Kepler-51,d,Transit Timing Variations,3,,,,,0.509000,0.020000,-0.020000,0,0.008000,0.011000,-0.008000,0,,,,,0.02400,0.00300,-0.00300,0,,,,,0.865,0.045,-0.045,0,0.04600,0.00900,-0.00900,0,1,1,19h45m55.14s,296.479767,+49d56m15.7s,49.937683,,,,,,,,,6018.00,107.00,0,0,1.04,0.12,0,0,0.94,0.50,0,0,,,,,,,
751,Kepler-52,b,Transit,2,7.87735650,0.00003800,-0.00003800,0,,,,,,,,,,,,,8.70000,,,1,,,,,0.187,,,0,,,,,1,1,19h06m57.13s,286.738037,+49d58m32.7s,49.975750,,,,,,,,,4075.00,,0,0,0.54,,0,0,0.52,,0,0,,,,,,,
752,Kepler-52,c,Transit,2,16.38500210,0.00014000,-0.00014000,0,,,,,,,,,,,,,10.41000,,,1,,,,,0.164,,,0,,,,,1,1,19h06m57.13s,286.738037,+49d58m32.7s,49.975750,,,,,,,,,4075.00,,0,0,0.54,,0,0,0.52,,0,0,,,,,,,
753,Kepler-53,b,Transit,2,18.64895250,0.00016000,-0.00016000,0,,,,,,,,,,,,,18.41000,,,1,,,,,0.258,,,0,,,,,1,1,19h21m50.82s,290.461761,+40d33m44.9s,40.562462,,,,,,,,,5858.00,,0,0,0.98,,0,0,0.89,,0,0,,,,,,,
754,Kepler-53,c,Transit,2,38.55830380,0.00041000,-0.00041000,0,,,,,,,,,,,,,,,,,,,,,0.283,,,0,,,,,1,1,19h21m50.82s,290.461761,+40d33m44.9s,40.562462,,,,,,,,,5858.00,,0,0,0.98,,0,0,0.89,,0,0,,,,,,,
755,Kepler-54,b,Transit,2,8.01094340,0.00006900,-0.00006900,0,,,,,,,,,,,,,0.92000,,,1,,,,,0.187,,,0,,,,,1,1,19h39m05.74s,294.773926,+43d03m22.7s,43.056293,,,,,,,,,3705.00,,0,0,0.51,,0,0,0.50,,0,0,,,,,,,
756,Kepler-54,c,Transit,2,12.07172490,0.00029000,-0.00029000,0,,,,,,,,,,,,,0.37000,,,1,,,,,0.110,,,0,,,,,1,1,19h39m05.74s,294.773926,+43d03m22.7s,43.056293,,,,,,,,,3705.00,,0,0,0.51,,0,0,0.50,,0,0,,,,,,,
757,Kepler-55,b,Transit,2,27.94814490,0.00024000,-0.00024000,0,,,,,,,,,,,,,1.49000,,,1,,,,,0.217,,,0,,,,,1,1,19h00m40.40s,285.168335,+44d01m35.3s,44.026466,,,,,,,,,4362.00,,0,0,0.62,,0,0,0.58,,0,0,,,,,,,
758,Kepler-55,c,Transit,2,42.15164180,0.00053000,-0.00053000,0,,,,,,,,,,,,,1.11000,,,1,,,,,0.197,,,0,,,,,1,1,19h00m40.40s,285.168335,+44d01m35.3s,44.026466,,,,,,,,,4362.00,,0,0,0.62,,0,0,0.58,,0,0,,,,,,,
759,Kepler-56,b,Transit,2,10.50160000,0.00110000,-0.00100000,0,0.102800,0.003700,-0.003700,0,,,,,,,,,0.07000,0.01200,-0.01100,0,,,,,0.581,0.026,-0.025,0,0.44200,0.08000,-0.07200,0,1,1,19h35m02.01s,293.758362,+41d52m18.7s,41.871868,,,,,,,,,4840.00,97.00,0,0,1.32,0.13,0,0,4.23,0.15,0,0,,,,,,,
760,Kepler-56,c,Transit,2,21.40239000,0.00059000,-0.00062000,0,0.165200,0.005900,-0.005900,0,,,,,,,,,0.57000,0.06600,-0.06000,0,,,,,0.874,0.041,-0.041,0,1.06000,0.14000,-0.13000,0,1,1,19h35m02.01s,293.758362,+41d52m18.7s,41.871868,,,,,,,,,4840.00,97.00,0,0,1.32,0.13,0,0,4.23,0.15,0,0,,,,,,,
761,Kepler-57,b,Transit,2,5.72931960,0.00001800,-0.00001800,0,,,,,,,,,,,,,18.86000,,,1,,,,,0.195,,,0,,,,,1,1,19h34m33.91s,293.641296,+44d39m25.3s,44.657040,,,,,,,,,5145.00,,0,0,0.83,,0,0,0.73,,0,0,,,,,,,
762,Kepler-57,c,Transit,2,11.60925670,0.00008600,-0.00008600,0,,,,,,,,,,,,,6.95000,,,1,,,,,0.138,,,0,,,,,1,1,19h34m33.91s,293.641296,+44d39m25.3s,44.657040,,,,,,,,,5145.00,,0,0,0.83,,0,0,0.73,,0,0,,,,,,,
763,Kepler-58,b,Transit,2,10.21849540,0.00015000,-0.00015000,0,,,,,,,,,,,,,1.39000,,,1,,,,,0.248,,,0,,,,,1,1,19h45m26.07s,296.358643,+39d06m54.7s,39.115192,,,,,,,,,5843.00,,0,0,0.95,,0,0,1.03,,0,0,,,,,,,
764,Kepler-58,c,Transit,2,15.57415680,0.00027000,-0.00027000,0,,,,,,,,,,,,,2.19000,,,1,,,,,0.255,,,0,,,,,1,1,19h45m26.07s,296.358643,+39d06m54.7s,39.115192,,,,,,,,,5843.00,,0,0,0.95,,0,0,1.03,,0,0,,,,,,,
765,Kepler-59,b,Transit,2,11.86817070,0.00036000,-0.00036000,0,,,,,,,,,,,,,2.05000,,,1,,,,,0.098,,,0,,,,,1,1,19h08m09.48s,287.039490,+46d38m24.5s,46.640129,,,,,,,,,6074.00,,0,0,1.04,,0,0,0.94,,0,0,,,,,,,
766,Kepler-59,c,Transit,2,17.98012350,0.00030000,-0.00030000,0,,,,,,,,,,,,,1.37000,,,1,,,,,0.177,,,0,,,,,1,1,19h08m09.48s,287.039490,+46d38m24.5s,46.640129,,,,,,,,,6074.00,,0,0,1.04,,0,0,0.94,,0,0,,,,,,,
767,Kepler-60,b,Transit,3,7.13161850,0.00009300,-0.00009300,0,,,,,,,,,,,,,0.25000,,,1,,,,,0.203,,,0,,,,,1,1,19h15m50.70s,288.961243,+42d15m54.0s,42.265011,,,,,,,,,5915.00,,0,0,1.11,,0,0,1.50,,0,0,,,,,,,
768,Kepler-60,c,Transit,3,8.91934590,0.00011000,-0.00011000,0,,,,,,,,,,,,,0.56000,,,1,,,,,0.220,,,0,,,,,1,1,19h15m50.70s,288.961243,+42d15m54.0s,42.265011,,,,,,,,,5915.00,,0,0,1.11,,0,0,1.50,,0,0,,,,,,,
769,Kepler-60,d,Transit,3,11.90161710,0.00020000,-0.00020000,0,,,,,,,,,,,,,0.68000,,,1,,,,,0.227,,,0,,,,,1,1,19h15m50.70s,288.961243,+42d15m54.0s,42.265011,,,,,,,,,5915.00,,0,0,1.11,,0,0,1.50,,0,0,,,,,,,
770,Kepler-61,b,Transit,1,59.87756000,0.00020000,-0.00020000,0,,,,,0.250000,,,1,89.800,,,-1,,,,,,,,,0.192,0.012,-0.012,0,,,,,0,1,19h41m13.08s,295.304504,+42d28m31.0s,42.475288,,,,,,,,,4017.00,68.00,0,0,0.64,0.04,0,0,0.62,0.02,0,0,,,5.70,K7 V,,0,0
771,Kepler-62,b,Transit,5,5.71493200,0.00000900,-0.00000900,0,0.055300,0.000500,-0.000500,0,,,,,89.200,0.400,-0.400,0,0.03000,,,1,,,,,0.117,0.004,-0.004,0,,,,,0,1,18h52m51.06s,283.212738,+45d20m59.5s,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0
772,Kepler-62,c,Transit,5,12.44170000,0.00010000,-0.00010000,0,0.092900,0.000900,-0.000900,0,,,,,89.700,0.200,-0.200,0,0.01300,,,1,,,,,0.048,0.003,-0.003,0,,,,,0,1,18h52m51.06s,283.212738,+45d20m59.5s,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0
773,Kepler-62,d,Transit,5,18.16406000,0.00002000,-0.00002000,0,0.120000,0.001000,-0.001000,0,,,,,89.700,0.300,-0.300,0,0.04400,,,1,,,,,0.174,0.006,-0.006,0,,,,,0,1,18h52m51.06s,283.212738,+45d20m59.5s,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0
774,Kepler-62,e,Transit,5,122.38740000,0.00080000,-0.00080000,0,0.427000,0.004000,-0.004000,0,,,,,89.980,0.020,-0.020,0,0.11300,,,1,,,,,0.144,0.004,-0.004,0,,,,,0,1,18h52m51.06s,283.212738,+45d20m59.5s,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0
775,Kepler-62,f,Transit,5,267.29100000,0.00500000,-0.00500000,0,0.718000,0.007000,-0.007000,0,,,,,89.900,0.030,-0.030,0,0.11000,,,1,,,,,0.126,0.006,-0.006,0,,,,,0,1,18h52m51.06s,283.212738,+45d20m59.5s,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0
776,Kepler-63,b,Transit,1,9.43415050,0.00000100,-0.00000100,0,0.080000,0.002000,-0.002000,0,0.450000,,,1,87.806,0.018,-0.019,0,0.37800,,,1,,,,,0.545,0.018,-0.018,0,3.00000,,,1,0,1,19h16m54.28s,289.226166,+49d32m53.5s,49.548203,200.00,15.00,-15.00,0,,,,,5576.00,50.00,0,0,0.98,0.04,0,0,0.90,0.03,0,0,,,,,,,
777,PH1,b,Transit,1,138.31700000,0.04000000,-0.02700000,0,0.652000,0.012000,-0.012000,0,0.070200,0.002900,-0.003900,0,90.050,0.053,-0.053,0,0.53100,,,1,,,,,0.551,0.015,-0.015,0,,,,,0,1,19h52m51.63s,298.215118,+39d57m18.4s,39.955105,1000.00,,,,,,,,6407.00,150.00,0,0,1.53,0.09,0,0,1.73,0.04,0,0,,,3.00,F,,0,0
778,Kepler-65,b,Transit,3,2.15491000,0.00000500,-0.00000500,0,0.035000,0.002000,-0.001000,0,,,,,,,,,,,,,,,,,0.127,0.003,-0.003,0,,,,,0,1,19h14m45.29s,288.688690,+41d09m04.2s,41.151173,,,,,,,,,6211.00,66.00,0,0,1.25,0.06,0,0,1.41,0.03,0,0,,,,,,,
779,Kepler-65,c,Transit,3,5.85994400,0.00000300,-0.00000300,0,0.068000,0.004000,-0.002000,0,,,,,,,,,,,,,,,,,0.230,0.005,-0.005,0,,,,,1,1,19h14m45.29s,288.688690,+41d09m04.2s,41.151173,,,,,,,,,6211.00,66.00,0,0,1.25,0.06,0,0,1.41,0.03,0,0,,,,,,,
780,Kepler-65,d,Transit,3,8.13123000,0.00002000,-0.00002000,0,0.084000,0.006000,-0.002000,0,,,,,,,,,,,,,,,,,0.136,0.004,-0.004,0,,,,,1,1,19h14m45.29s,288.688690,+41d09m04.2s,41.151173,,,,,,,,,6211.00,66.00,0,0,1.25,0.06,0,0,1.41,0.03,0,0,,,,,,,
781,Kepler-66,b,Transit,1,17.81581500,0.00007500,-0.00007500,0,0.135200,0.001700,-0.001700,0,,,,,,,,,,,,,,,,,0.250,0.014,-0.014,0,,,,,0,1,19h35m55.58s,293.981567,+46d41m15.9s,46.687748,1107.00,90.00,-90.00,0,,,,,5962.00,79.00,0,0,1.04,0.04,0,0,0.97,0.04,0,0,,,4.00,G0 V,,0,0
782,Kepler-67,b,Transit,1,15.72590000,0.00011000,-0.00011000,0,0.117100,0.001500,-0.001500,0,,,,,,,,,,,,,,,,,0.262,0.014,-0.014,0,,,,,0,1,19h36m36.80s,294.153351,+46d09m59.2s,46.166439,1107.00,90.00,-90.00,0,,,,,5331.00,63.00,0,0,0.86,0.03,0,0,0.78,0.03,0,0,,,4.90,G9 V,,0,0
783,Kepler-68,b,Transit,3,5.39876300,0.00000400,-0.00000400,0,0.061700,0.000560,-0.000560,0,0.000000,,,0,87.600,0.900,-0.900,0,0.02600,0.00700,-0.00800,0,,,,,0.206,0.005,-0.008,0,3.32000,0.86000,-0.98000,0,0,1,19h24m07.76s,291.032318,+49d02m25.0s,49.040272,135.00,10.00,-10.00,0,,,,,5793.00,74.00,0,0,1.08,0.05,0,0,1.24,0.02,0,0,,,,,,,
784,Kepler-68,c,Transit,3,9.60508500,0.00007200,-0.00007200,0,0.090590,0.000820,-0.000820,0,0.000000,,,0,86.930,0.410,-0.410,0,0.01500,0.00800,-0.01100,0,,,,,0.085,0.003,-0.004,0,28.00000,13.00000,-23.00000,0,0,1,19h24m07.76s,291.032318,+49d02m25.0s,49.040272,135.00,10.00,-10.00,0,,,,,5793.00,74.00,0,0,1.08,0.05,0,0,1.24,0.02,0,0,,,,,,,
785,Kepler-68,d,Radial Velocity,3,580.00000000,15.00000000,-15.00000000,0,1.400000,0.030000,-0.030000,0,,,,,,,,,,,,,0.94700,0.03500,-0.03500,0,,,,,,,,,0,1,19h24m07.76s,291.032318,+49d02m25.0s,49.040272,135.00,10.00,-10.00,0,,,,,5793.00,74.00,0,0,1.08,0.05,0,0,1.24,0.02,0,0,,,,,,,
786,Kepler-69,b,Transit,2,13.72234100,0.00003500,-0.00003600,0,0.094000,0.023000,-0.016000,0,0.160000,0.170000,-0.001000,0,89.620,0.260,-0.450,0,,,,,,,,,0.200,0.039,-0.026,0,,,,,0,1,19h33m02.62s,293.260925,+44d52m08.0s,44.868896,,,,,,,,,5638.00,168.00,0,0,0.81,0.09,0,0,0.93,0.18,0,0,,,4.40,G4 V,,0,0
787,Kepler-69,c,Transit,2,242.46130000,0.00590000,-0.00640000,0,0.640000,0.150000,-0.110000,0,0.140000,0.180000,-0.100000,0,89.850,0.030,-0.080,0,,,,,,,,,0.153,0.030,-0.021,0,,,,,0,1,19h33m02.62s,293.260925,+44d52m08.0s,44.868896,,,,,,,,,5638.00,168.00,0,0,0.81,0.09,0,0,0.93,0.18,0,0,,,4.40,G4 V,,0,0
788,KOI-55,b,Orbital Brightness Modulation,2,0.24010400,0.00000400,-0.00000400,0,0.006000,,,0,,,,,65.000,,,0,0.00140,,,0,,,,,0.068,,,0,,,,,0,1,19h45m25.47s,296.356110,+41d05m33.9s,41.092754,1180.00,95.00,-95.00,0,,,,,27730.00,270.00,0,0,0.50,0.00,0,0,0.20,0.01,0,0,,,1.00,B,,,0
789,KOI-55,c,Orbital Brightness Modulation,2,0.34288700,0.00001300,-0.00001300,0,0.007600,,,0,,,,,65.000,,,0,0.00210,,,0,,,,,0.077,,,0,,,,,0,1,19h45m25.47s,296.356110,+41d05m33.9s,41.092754,1180.00,95.00,-95.00,0,,,,,27730.00,270.00,0,0,0.50,0.00,0,0,0.20,0.01,0,0,,,1.00,B,,,0
790,KOI-217,b,Transit,1,3.90512000,0.00005000,-0.00005000,0,0.047700,0.000700,-0.000700,0,0.000000,,,0,89.800,0.200,-0.400,0,,,,,,,,,1.110,0.020,-0.020,0,,,,,0,1,19h39m27.72s,294.865509,+46d17m09.1s,46.285854,800.00,,,0,,,,,5545.00,,0,,0.95,0.05,0,,0.86,0.02,0,,,,,,,,
791,Kepler-74,b,Transit,1,7.34071800,0.00000100,-0.00000100,0,0.084000,0.014000,-0.014000,0,0.287000,0.062000,-0.062000,0,85.550,0.960,-0.960,0,0.68000,0.09000,-0.09000,0,,,,,1.320,0.140,-0.140,0,0.37000,0.13000,-0.13000,0,0,1,19h32m22.21s,293.092529,+41d21m19.9s,41.355522,1330.00,170.00,-170.00,0,,,,,6050.00,110.00,0,0,1.40,0.14,0,0,1.51,0.14,0,0,,,3.80,F8 V,,0,0
792,Kepler-75,b,Transit,1,8.88492400,0.00000200,-0.00000200,0,0.080000,0.005000,-0.005000,0,0.569000,0.010000,-0.010000,0,89.100,0.600,-1.000,0,9.90000,0.50000,-0.50000,0,,,,,1.030,0.060,-0.060,0,11.00000,2.00000,-2.00000,0,0,1,19h24m33.02s,291.137604,+36d34m38.6s,36.577385,1140.00,250.00,-160.00,0,,,,,5330.00,120.00,0,0,0.88,0.06,0,0,0.88,0.04,0,0,,,4.80,G8 V,,0,0
793,Kepler-76,b,Orbital Brightness Modulation,1,1.54492875,0.00000027,-0.00000027,0,,,,,0.000000,,,0,78.000,0.200,-0.200,0,2.00000,0.26000,-0.26000,0,,,,,1.250,0.080,-0.080,0,,,,,0,1,19h36m46.11s,294.192108,+39d37m08.4s,39.619003,,,,,,,,,6409.00,95.00,0,0,1.20,0.20,0,0,1.32,0.08,0,0,,,3.00,F,,0,0
794,Kepler-77,b,Transit,1,3.57878087,0.00000023,-0.00000023,0,0.045010,0.000630,-0.000630,0,0.000000,,,0,88.000,0.110,-0.110,0,0.43000,0.03200,-0.03200,0,,,,,0.960,0.016,-0.016,0,0.60300,0.05500,-0.05500,0,0,1,19h18m25.91s,289.607971,+44d20m43.5s,44.345425,570.00,70.00,-70.00,0,,,,,5520.00,60.00,0,0,0.95,0.04,0,0,0.99,0.02,0,0,,,4.50,G5 V,,0,0
795,Kepler-78,b,Transit,1,0.35500000,0.00040000,-0.00040000,0,,,,,0.000000,,,0,79.000,9.000,-14.000,0,0.00600,0.00100,-0.00100,0,,,,,0.105,0.014,-0.008,0,5.57000,3.02000,-1.31000,0,0,1,19h34m58.01s,293.741699,+44d26m54.0s,44.448330,,,,,,,,,5058.00,50.00,0,0,0.76,0.05,0,0,0.74,0.03,0,0,,,4.00,G,,0,0
796,Kepler-79,b,Transit,2,13.48500000,,,0,,,,,,,,,,,,,,,,,,,,,0.231,0.073,-0.073,0,,,,,1,1,20h02m04.11s,300.517120,+44d22m53.7s,44.381580,,,,,,,,,6187.00,,0,0,1.10,1.63,0,0,1.10,0.35,0,0,,,,,,,
797,Kepler-79,c,Transit,2,27.40200000,,,0,,,,,,,,,,,,,,,,,,,,,0.247,0.079,-0.079,0,,,,,1,1,20h02m04.11s,300.517120,+44d22m53.7s,44.381580,,,,,,,,,6187.00,,0,0,1.10,1.63,0,0,1.10,0.35,0,0,,,,,,,
798,Kepler-80,b,Transit,2,7.05300000,,,0,,,,,,,,,,,,,,,,,,,,,0.236,0.010,-0.010,0,,,,,1,1,19h44m27.02s,296.112579,+39d58m43.6s,39.978779,,,,,,,,,4613.00,,0,0,0.72,0.11,0,0,0.65,0.02,0,0,,,,,,,
799,Kepler-80,c,Transit,2,9.52200000,,,0,,,,,,,,,,,,,,,,,,,,,0.249,0.012,-0.012,0,,,,,1,1,19h44m27.02s,296.112579,+39d58m43.6s,39.978779,,,,,,,,,4613.00,,0,0,0.72,0.11,0,0,0.65,0.02,0,0,,,,,,,
800,Kepler-81,b,Transit,2,5.95500000,,,0,,,,,,,,,,,,,,,,,,,,,0.216,0.034,-0.034,0,,,,,1,1,19h34m32.87s,293.636963,+42d49m29.9s,42.824970,,,,,,,,,4500.00,,0,0,0.64,0.38,0,0,0.59,0.03,0,0,,,,,,,
801,Kepler-81,c,Transit,2,12.04000000,,,0,,,,,,,,,,,,,,,,,,,,,0.211,0.033,-0.033,0,,,,,1,1,19h34m32.87s,293.636963,+42d49m29.9s,42.824970,,,,,,,,,4500.00,,0,0,0.64,0.38,0,0,0.59,0.03,0,0,,,,,,,
802,Kepler-82,b,Transit,2,26.44400000,,,0,,,,,,,,,,,,,,,,,,,,,0.357,0.162,-0.162,0,,,,,1,1,19h31m29.61s,292.873383,+42d57m58.1s,42.966137,,,,,,,,,5512.00,,0,0,0.85,1.66,0,0,0.90,0.41,0,0,,,,,,,
803,Kepler-82,c,Transit,2,51.53800000,,,0,,,,,,,,,,,,,,,,,,,,,0.477,0.218,-0.218,0,,,,,1,1,19h31m29.61s,292.873383,+42d57m58.1s,42.966137,,,,,,,,,5512.00,,0,0,0.85,1.66,0,0,0.90,0.41,0,0,,,,,,,
